CHROM	size
HiC_scaffold_3576	29019
HiC_scaffold_3577	11781
HiC_scaffold_3578	28983
HiC_scaffold_3579	28979
HiC_scaffold_3580	29326
HiC_scaffold_3583	29012
HiC_scaffold_3584	28476
HiC_scaffold_3585	27400
HiC_scaffold_3586	28428
HiC_scaffold_3587	28822
HiC_scaffold_3588	28483
HiC_scaffold_3590	28879
HiC_scaffold_3591	28809
HiC_scaffold_3592	29171
HiC_scaffold_3593	12204
HiC_scaffold_3595	28879
HiC_scaffold_3596	28948
HiC_scaffold_3599	28724
HiC_scaffold_3602	28687
HiC_scaffold_3603	28831
HiC_scaffold_3604	28853
HiC_scaffold_3605	28536
HiC_scaffold_3606	28394
HiC_scaffold_3608	28793
HiC_scaffold_3609	28011
HiC_scaffold_3611	30106
HiC_scaffold_3612	10146
HiC_scaffold_3613	28638
HiC_scaffold_3615	28632
HiC_scaffold_3616	28579
HiC_scaffold_3617	28532
HiC_scaffold_3618	7955
HiC_scaffold_3620	2974
HiC_scaffold_3621	10292
HiC_scaffold_3623	7875
HiC_scaffold_3624	28640
HiC_scaffold_3625	28549
HiC_scaffold_3626	28710
HiC_scaffold_3627	28186
HiC_scaffold_3628	28536
HiC_scaffold_3629	28781
HiC_scaffold_3630	12406
HiC_scaffold_3631	28134
HiC_scaffold_3633	28461
HiC_scaffold_3634	28707
HiC_scaffold_3635	28546
HiC_scaffold_3636	6572
HiC_scaffold_3637	3318
HiC_scaffold_3639	28280
HiC_scaffold_3640	28362
HiC_scaffold_3644	28363
HiC_scaffold_3647	28353
HiC_scaffold_3648	28342
HiC_scaffold_3649	12069
HiC_scaffold_3650	31122
HiC_scaffold_3652	12880
HiC_scaffold_3653	27788
HiC_scaffold_3655	3839
HiC_scaffold_3656	3190
HiC_scaffold_3657	28286
HiC_scaffold_3658	28002
HiC_scaffold_3661	28794
HiC_scaffold_3662	10151
HiC_scaffold_3664	1459
HiC_scaffold_3665	5728
HiC_scaffold_3666	28163
HiC_scaffold_3667	4484
HiC_scaffold_3668	1420
HiC_scaffold_3669	28051
HiC_scaffold_3670	14726
HiC_scaffold_3671	28187
HiC_scaffold_3672	28137
HiC_scaffold_3676	5160
HiC_scaffold_3677	27885
HiC_scaffold_3680	26512
HiC_scaffold_3681	27996
HiC_scaffold_3682	12528
HiC_scaffold_3683	28049
HiC_scaffold_3684	28024
HiC_scaffold_3685	28013
HiC_scaffold_3686	28097
HiC_scaffold_3687	28057
HiC_scaffold_3688	27912
HiC_scaffold_3690	27974
HiC_scaffold_3691	28446
HiC_scaffold_3692	27990
HiC_scaffold_3693	28470
HiC_scaffold_3694	27768
HiC_scaffold_3695	27478
HiC_scaffold_3696	27255
HiC_scaffold_3697	10988
HiC_scaffold_3699	27703
HiC_scaffold_3700	8368
HiC_scaffold_3702	10074
HiC_scaffold_3703	27587
HiC_scaffold_3704	27951
HiC_scaffold_3705	27930
HiC_scaffold_3706	27740
HiC_scaffold_3707	27596
HiC_scaffold_3710	12149
HiC_scaffold_3711	9247
HiC_scaffold_3712	9244
HiC_scaffold_3714	27698
HiC_scaffold_3715	27746
HiC_scaffold_3716	27258
HiC_scaffold_3717	27551
HiC_scaffold_3718	8440
HiC_scaffold_3719	7254
HiC_scaffold_3720	27714
HiC_scaffold_3721	27649
HiC_scaffold_3722	27926
HiC_scaffold_3723	26649
HiC_scaffold_3724	11656
HiC_scaffold_3725	27612
HiC_scaffold_3726	27628
HiC_scaffold_3727	1053
HiC_scaffold_3728	26819
HiC_scaffold_3729	27362
HiC_scaffold_3731	4511
HiC_scaffold_3736	3218
HiC_scaffold_3737	27139
HiC_scaffold_3738	27945
HiC_scaffold_3740	27614
HiC_scaffold_3741	27577
HiC_scaffold_3742	27158
HiC_scaffold_3743	27600
HiC_scaffold_3744	27388
HiC_scaffold_3745	27371
HiC_scaffold_3747	1389
HiC_scaffold_3751	12176
HiC_scaffold_3752	6593
HiC_scaffold_3754	27468
HiC_scaffold_3755	27340
HiC_scaffold_3756	27401
HiC_scaffold_3757	27338
HiC_scaffold_3758	27509
HiC_scaffold_3759	26926
HiC_scaffold_3762	27383
HiC_scaffold_3765	10304
HiC_scaffold_3766	27283
HiC_scaffold_3768	27273
HiC_scaffold_3770	9295
HiC_scaffold_3771	27296
HiC_scaffold_3772	27396
HiC_scaffold_3774	27385
HiC_scaffold_3776	27342
HiC_scaffold_3777	1370
HiC_scaffold_3778	4226
HiC_scaffold_3779	27301
HiC_scaffold_3780	27245
HiC_scaffold_3781	27456
HiC_scaffold_3782	27322
HiC_scaffold_3783	27314
HiC_scaffold_3784	27167
HiC_scaffold_3785	27606
HiC_scaffold_3789	27118
HiC_scaffold_3791	25425
HiC_scaffold_3792	960
HiC_scaffold_3793	27289
HiC_scaffold_3794	27093
HiC_scaffold_3795	27549
HiC_scaffold_3796	27018
HiC_scaffold_3799	27215
HiC_scaffold_3800	27092
HiC_scaffold_3801	27088
HiC_scaffold_3803	28404
HiC_scaffold_3804	26948
HiC_scaffold_3806	27250
HiC_scaffold_3807	27114
HiC_scaffold_3808	10753
HiC_scaffold_3809	27200
HiC_scaffold_3811	27245
HiC_scaffold_3812	26595
HiC_scaffold_3813	27076
HiC_scaffold_3814	27045
HiC_scaffold_3815	26550
HiC_scaffold_3816	1766
HiC_scaffold_3817	26360
HiC_scaffold_3818	26723
HiC_scaffold_3819	26982
HiC_scaffold_3820	27102
HiC_scaffold_3821	26858
HiC_scaffold_3822	6932
HiC_scaffold_3823	1271
HiC_scaffold_3825	25868
HiC_scaffold_3826	26991
HiC_scaffold_3827	1814
HiC_scaffold_3828	26105
HiC_scaffold_3829	1064
HiC_scaffold_3831	25855
HiC_scaffold_3832	26710
HiC_scaffold_3833	2133
HiC_scaffold_3834	26840
HiC_scaffold_3835	26212
HiC_scaffold_3836	11225
HiC_scaffold_3838	6853
HiC_scaffold_3840	26769
HiC_scaffold_3841	27142
HiC_scaffold_3842	27121
HiC_scaffold_3844	26806
HiC_scaffold_3846	27091
HiC_scaffold_3847	27730
HiC_scaffold_3848	26711
HiC_scaffold_3849	26734
HiC_scaffold_3850	26634
HiC_scaffold_3852	9932
HiC_scaffold_3853	5224
HiC_scaffold_3854	1328
HiC_scaffold_3855	26669
HiC_scaffold_3857	1242
HiC_scaffold_3858	26662
HiC_scaffold_3859	26642
HiC_scaffold_3861	26584
HiC_scaffold_3862	26556
HiC_scaffold_3863	26607
HiC_scaffold_3864	26621
HiC_scaffold_3865	11295
HiC_scaffold_3867	26949
HiC_scaffold_3869	1134
HiC_scaffold_3870	9569
HiC_scaffold_3871	10801
HiC_scaffold_3872	26359
HiC_scaffold_3873	26639
HiC_scaffold_3874	1074
HiC_scaffold_3875	26884
HiC_scaffold_3876	26323
HiC_scaffold_3877	1421
HiC_scaffold_3878	26371
HiC_scaffold_3879	26276
HiC_scaffold_3880	26413
HiC_scaffold_3881	26596
HiC_scaffold_3882	26398
HiC_scaffold_3883	9507
HiC_scaffold_3885	26640
HiC_scaffold_3886	26783
HiC_scaffold_3887	26473
HiC_scaffold_3888	26451
HiC_scaffold_3889	3300
HiC_scaffold_3890	26307
HiC_scaffold_3894	26474
HiC_scaffold_3895	26207
HiC_scaffold_3896	25942
HiC_scaffold_3897	9662
HiC_scaffold_3898	9682
HiC_scaffold_3899	26454
HiC_scaffold_3900	1455
HiC_scaffold_3901	26308
HiC_scaffold_3902	26302
HiC_scaffold_3904	6297
HiC_scaffold_3905	26507
HiC_scaffold_3907	9514
HiC_scaffold_3908	27500
HiC_scaffold_3909	26268
HiC_scaffold_3910	10366
HiC_scaffold_3911	26236
HiC_scaffold_3912	25779
HiC_scaffold_3913	26123
HiC_scaffold_3915	7833
HiC_scaffold_3916	26132
HiC_scaffold_3918	1017
HiC_scaffold_3919	5777
HiC_scaffold_3920	7371
HiC_scaffold_3921	26290
HiC_scaffold_3924	26043
HiC_scaffold_3925	25568
HiC_scaffold_3926	26164
HiC_scaffold_3927	26046
HiC_scaffold_3928	25992
HiC_scaffold_3929	26006
HiC_scaffold_3930	26045
HiC_scaffold_3931	6910
HiC_scaffold_3932	26158
HiC_scaffold_3934	25890
HiC_scaffold_3935	24721
HiC_scaffold_3937	25972
HiC_scaffold_3938	25497
HiC_scaffold_3939	2230
HiC_scaffold_3940	25955
HiC_scaffold_3941	25773
HiC_scaffold_3944	25885
HiC_scaffold_3945	25914
HiC_scaffold_3947	8989
HiC_scaffold_3948	24868
HiC_scaffold_3949	25485
HiC_scaffold_3950	25740
HiC_scaffold_3951	7846
HiC_scaffold_3952	8959
HiC_scaffold_3954	25774
HiC_scaffold_3955	4341
HiC_scaffold_3957	9671
HiC_scaffold_3958	25866
HiC_scaffold_3959	1532
HiC_scaffold_3961	3497
HiC_scaffold_3962	25153
HiC_scaffold_3964	5296
HiC_scaffold_3965	25558
HiC_scaffold_3966	4928
HiC_scaffold_3967	25112
HiC_scaffold_3968	6502
HiC_scaffold_3969	25953
HiC_scaffold_3970	25516
HiC_scaffold_3971	2598
HiC_scaffold_3972	1219
HiC_scaffold_3975	25551
HiC_scaffold_3976	25784
HiC_scaffold_3977	25560
HiC_scaffold_3978	25506
HiC_scaffold_3979	24051
HiC_scaffold_3980	10070
HiC_scaffold_3981	25462
HiC_scaffold_3982	25392
HiC_scaffold_3983	25416
HiC_scaffold_3984	25427
HiC_scaffold_3985	25458
HiC_scaffold_3987	24594
HiC_scaffold_3988	25412
HiC_scaffold_3990	6788
HiC_scaffold_3992	3073
HiC_scaffold_3994	25406
HiC_scaffold_3995	25418
HiC_scaffold_3997	25304
HiC_scaffold_3998	25367
HiC_scaffold_3999	3521
HiC_scaffold_4000	1210
HiC_scaffold_4002	25158
HiC_scaffold_4003	25142
HiC_scaffold_4004	25285
HiC_scaffold_4005	895
HiC_scaffold_4006	25140
HiC_scaffold_4007	25228
HiC_scaffold_4008	3701
HiC_scaffold_4011	5965
HiC_scaffold_4012	25669
HiC_scaffold_4013	25059
HiC_scaffold_4014	25275
HiC_scaffold_4015	25428
HiC_scaffold_4016	7695
HiC_scaffold_4020	24981
HiC_scaffold_4022	25084
HiC_scaffold_4026	25101
HiC_scaffold_4027	24988
HiC_scaffold_4028	24429
HiC_scaffold_4029	25110
HiC_scaffold_4030	24978
HiC_scaffold_4032	25046
HiC_scaffold_4033	24963
HiC_scaffold_4034	24990
HiC_scaffold_4035	24980
HiC_scaffold_4036	24994
HiC_scaffold_4037	24952
HiC_scaffold_4039	24805
HiC_scaffold_4040	6566
HiC_scaffold_4041	24945
HiC_scaffold_4042	25091
HiC_scaffold_4043	24825
HiC_scaffold_4044	5224
HiC_scaffold_4045	24951
HiC_scaffold_4046	24862
HiC_scaffold_4048	24934
HiC_scaffold_4050	24972
HiC_scaffold_4051	24942
HiC_scaffold_4055	25045
HiC_scaffold_4056	24885
HiC_scaffold_4057	25068
HiC_scaffold_4058	24873
HiC_scaffold_4059	24550
HiC_scaffold_4061	8666
HiC_scaffold_4062	25095
HiC_scaffold_4063	24875
HiC_scaffold_4066	24914
HiC_scaffold_4067	24838
HiC_scaffold_4068	24866
HiC_scaffold_4071	3201
HiC_scaffold_4072	8310
HiC_scaffold_4074	24332
HiC_scaffold_4075	24429
HiC_scaffold_4076	7237
HiC_scaffold_4077	24395
HiC_scaffold_4078	24686
HiC_scaffold_4079	6100
HiC_scaffold_4081	24641
HiC_scaffold_4082	24378
HiC_scaffold_4083	2820
HiC_scaffold_4084	24630
HiC_scaffold_4087	24688
HiC_scaffold_4088	8848
HiC_scaffold_4089	24222
HiC_scaffold_4090	24572
HiC_scaffold_4091	24610
HiC_scaffold_4093	24781
HiC_scaffold_4094	5262
HiC_scaffold_4095	24615
HiC_scaffold_4096	5648
HiC_scaffold_4099	7285
HiC_scaffold_4101	7473
HiC_scaffold_4103	24933
HiC_scaffold_4104	24426
HiC_scaffold_4106	24540
HiC_scaffold_4107	26371
HiC_scaffold_4110	5576
HiC_scaffold_4114	24386
HiC_scaffold_4116	2289
HiC_scaffold_4118	24228
HiC_scaffold_4119	1345
HiC_scaffold_4121	24303
HiC_scaffold_4122	24355
HiC_scaffold_4123	24417
HiC_scaffold_4124	1154
HiC_scaffold_4125	2949
HiC_scaffold_4126	22749
HiC_scaffold_4127	24561
HiC_scaffold_4128	24324
HiC_scaffold_4129	23814
HiC_scaffold_4130	24257
HiC_scaffold_4131	24393
HiC_scaffold_4132	3543
HiC_scaffold_4134	4085
HiC_scaffold_4136	24149
HiC_scaffold_4138	23959
HiC_scaffold_4139	4172
HiC_scaffold_4140	24200
HiC_scaffold_4141	24026
HiC_scaffold_4142	24078
HiC_scaffold_4145	24072
HiC_scaffold_4146	24123
HiC_scaffold_4148	23949
HiC_scaffold_4149	23970
HiC_scaffold_4150	24109
HiC_scaffold_4151	24292
HiC_scaffold_4152	24006
HiC_scaffold_4154	24052
HiC_scaffold_4155	24337
HiC_scaffold_4157	23969
HiC_scaffold_4158	23988
HiC_scaffold_4159	24329
HiC_scaffold_4160	23387
HiC_scaffold_4161	23743
HiC_scaffold_4162	24582
HiC_scaffold_4163	23952
HiC_scaffold_4164	23932
HiC_scaffold_4166	23816
HiC_scaffold_4168	4667
HiC_scaffold_4169	6457
HiC_scaffold_4170	23861
HiC_scaffold_4171	23853
HiC_scaffold_4172	23875
HiC_scaffold_4174	24164
HiC_scaffold_4176	23818
HiC_scaffold_4177	22680
HiC_scaffold_4179	24142
HiC_scaffold_4180	1149
HiC_scaffold_4181	23746
HiC_scaffold_4182	24041
HiC_scaffold_4183	23736
HiC_scaffold_4186	23728
HiC_scaffold_4187	23648
HiC_scaffold_4189	23673
HiC_scaffold_4190	23689
HiC_scaffold_4191	23452
HiC_scaffold_4192	7374
HiC_scaffold_4193	4043
HiC_scaffold_4195	2528
HiC_scaffold_4196	24804
HiC_scaffold_4197	23580
HiC_scaffold_4198	2650
HiC_scaffold_4199	5378
HiC_scaffold_4200	23654
HiC_scaffold_4201	7756
HiC_scaffold_4203	23424
HiC_scaffold_4204	23418
HiC_scaffold_4206	3481
HiC_scaffold_4207	23517
HiC_scaffold_4209	23501
HiC_scaffold_4210	23665
HiC_scaffold_4214	23088
HiC_scaffold_4215	23482
HiC_scaffold_4217	1333
HiC_scaffold_4218	8182
HiC_scaffold_4219	5519
HiC_scaffold_4220	23801
HiC_scaffold_4222	7247
HiC_scaffold_4223	23530
HiC_scaffold_4224	23482
HiC_scaffold_4225	1175
HiC_scaffold_4226	6564
HiC_scaffold_4227	23398
HiC_scaffold_4228	23208
HiC_scaffold_4229	23204
HiC_scaffold_4230	23291
HiC_scaffold_4231	23272
HiC_scaffold_4232	8187
HiC_scaffold_4233	23265
HiC_scaffold_4235	5048
HiC_scaffold_4236	23253
HiC_scaffold_4238	23058
HiC_scaffold_4239	23074
HiC_scaffold_4240	23229
HiC_scaffold_4241	23236
HiC_scaffold_4242	23245
HiC_scaffold_4243	1343
HiC_scaffold_4245	23173
HiC_scaffold_4246	23299
HiC_scaffold_4248	23185
HiC_scaffold_4249	2037
HiC_scaffold_4251	23029
HiC_scaffold_4252	6467
HiC_scaffold_4253	23231
HiC_scaffold_4256	5687
HiC_scaffold_4261	23008
HiC_scaffold_4262	23178
HiC_scaffold_4263	23618
HiC_scaffold_4264	23123
HiC_scaffold_4265	23055
HiC_scaffold_4266	2641
HiC_scaffold_4267	23119
HiC_scaffold_4269	22996
HiC_scaffold_4270	23039
HiC_scaffold_4271	23116
HiC_scaffold_4272	23005
HiC_scaffold_4273	22459
HiC_scaffold_4275	22805
HiC_scaffold_4276	22099
HiC_scaffold_4277	23155
HiC_scaffold_4278	22767
HiC_scaffold_4281	24187
HiC_scaffold_4282	22979
HiC_scaffold_4283	23704
HiC_scaffold_4284	22687
HiC_scaffold_4285	22983
HiC_scaffold_4286	22565
HiC_scaffold_4287	22966
HiC_scaffold_4288	23239
HiC_scaffold_4289	22916
HiC_scaffold_4290	21394
HiC_scaffold_4291	23206
HiC_scaffold_4292	22712
HiC_scaffold_4293	22490
HiC_scaffold_4294	22890
HiC_scaffold_4295	21932
HiC_scaffold_4296	2315
HiC_scaffold_4297	22777
HiC_scaffold_4298	23404
HiC_scaffold_4299	23253
HiC_scaffold_4300	22805
HiC_scaffold_4302	23097
HiC_scaffold_4305	2724
HiC_scaffold_4306	22953
HiC_scaffold_4307	22755
HiC_scaffold_4308	22832
HiC_scaffold_4309	22602
HiC_scaffold_4310	22707
HiC_scaffold_4311	1095
HiC_scaffold_4313	22790
HiC_scaffold_4314	7005
HiC_scaffold_4315	3033
HiC_scaffold_4317	22879
HiC_scaffold_4318	22674
HiC_scaffold_4320	22647
HiC_scaffold_4321	22735
HiC_scaffold_4322	22737
HiC_scaffold_4323	22789
HiC_scaffold_4325	22634
HiC_scaffold_4328	22607
HiC_scaffold_4329	22607
HiC_scaffold_4330	22649
HiC_scaffold_4331	22554
HiC_scaffold_4332	22774
HiC_scaffold_4333	22539
HiC_scaffold_4334	22707
HiC_scaffold_4335	2802
HiC_scaffold_4336	21231
HiC_scaffold_4337	22305
HiC_scaffold_4338	22617
HiC_scaffold_4339	22429
HiC_scaffold_4340	22453
HiC_scaffold_4341	22376
HiC_scaffold_4342	21583
HiC_scaffold_4343	22362
HiC_scaffold_4344	22381
HiC_scaffold_4345	22450
HiC_scaffold_4347	22279
HiC_scaffold_4351	1155
HiC_scaffold_4353	22285
HiC_scaffold_4354	21486
HiC_scaffold_4357	1408
HiC_scaffold_4358	3460
HiC_scaffold_4359	22217
HiC_scaffold_4360	22305
HiC_scaffold_4361	22436
HiC_scaffold_4363	22035
HiC_scaffold_4364	3879
HiC_scaffold_4365	20556
HiC_scaffold_4367	22146
HiC_scaffold_4369	1151
HiC_scaffold_4371	22207
HiC_scaffold_4372	22189
HiC_scaffold_4374	3667
HiC_scaffold_4377	21914
HiC_scaffold_4380	22021
HiC_scaffold_4381	21811
HiC_scaffold_4383	21711
HiC_scaffold_4384	22058
HiC_scaffold_4386	22031
HiC_scaffold_4387	21725
HiC_scaffold_4388	22033
HiC_scaffold_4389	21778
HiC_scaffold_4390	21968
HiC_scaffold_4391	2398
HiC_scaffold_4392	21834
HiC_scaffold_4393	21352
HiC_scaffold_4395	21491
HiC_scaffold_4396	21825
HiC_scaffold_4397	21769
HiC_scaffold_4398	21955
HiC_scaffold_4399	22076
HiC_scaffold_4401	22004
HiC_scaffold_4402	21928
HiC_scaffold_4403	22784
HiC_scaffold_4405	21770
HiC_scaffold_4406	5846
HiC_scaffold_4407	21965
HiC_scaffold_4408	21932
HiC_scaffold_4410	21381
HiC_scaffold_4411	21568
HiC_scaffold_4412	21790
HiC_scaffold_4414	21926
HiC_scaffold_4415	21783
HiC_scaffold_4416	21770
HiC_scaffold_4418	21285
HiC_scaffold_4419	21270
HiC_scaffold_4420	21644
HiC_scaffold_4421	21682
HiC_scaffold_4422	1641
HiC_scaffold_4423	21628
HiC_scaffold_4424	21652
HiC_scaffold_4425	21650
HiC_scaffold_4427	21560
HiC_scaffold_4428	21647
HiC_scaffold_4429	1376
HiC_scaffold_4430	21457
HiC_scaffold_4433	21503
HiC_scaffold_4435	21516
HiC_scaffold_4436	20863
HiC_scaffold_4439	21172
HiC_scaffold_4440	21431
HiC_scaffold_4441	21734
HiC_scaffold_4442	21334
HiC_scaffold_4445	21323
HiC_scaffold_4446	21333
HiC_scaffold_4447	20716
HiC_scaffold_4448	21483
HiC_scaffold_4449	21287
HiC_scaffold_4450	4507
HiC_scaffold_4451	21290
HiC_scaffold_4452	21011
HiC_scaffold_4453	1494
HiC_scaffold_4454	21277
HiC_scaffold_4455	20873
HiC_scaffold_4456	1577
HiC_scaffold_4457	20916
HiC_scaffold_4458	21224
HiC_scaffold_4459	21079
HiC_scaffold_4461	20683
HiC_scaffold_4462	21289
HiC_scaffold_4463	21145
HiC_scaffold_4465	21231
HiC_scaffold_4467	21303
HiC_scaffold_4469	20033
HiC_scaffold_4470	20823
HiC_scaffold_4471	21714
HiC_scaffold_4472	21453
HiC_scaffold_4473	21066
HiC_scaffold_4474	21129
HiC_scaffold_4475	20916
HiC_scaffold_4476	21076
HiC_scaffold_4477	20621
HiC_scaffold_4478	20895
HiC_scaffold_4479	20278
HiC_scaffold_4482	20982
HiC_scaffold_4483	20521
HiC_scaffold_4484	20966
HiC_scaffold_4486	21021
HiC_scaffold_4488	20266
HiC_scaffold_4490	20765
HiC_scaffold_4491	21593
HiC_scaffold_4492	1753
HiC_scaffold_4493	20968
HiC_scaffold_4494	20931
HiC_scaffold_4495	20963
HiC_scaffold_4496	21000
HiC_scaffold_4497	19316
HiC_scaffold_4498	21017
HiC_scaffold_4502	20428
HiC_scaffold_4503	2091
HiC_scaffold_4504	20717
HiC_scaffold_4505	2531
HiC_scaffold_4507	19764
HiC_scaffold_4509	20695
HiC_scaffold_4510	20917
HiC_scaffold_4511	20906
HiC_scaffold_4512	22544
HiC_scaffold_4514	20761
HiC_scaffold_4515	21007
HiC_scaffold_4516	19732
HiC_scaffold_4517	3725
HiC_scaffold_4518	3514
HiC_scaffold_4519	1246
HiC_scaffold_4520	20871
HiC_scaffold_4522	20593
HiC_scaffold_4523	20341
HiC_scaffold_4524	20932
HiC_scaffold_4525	20663
HiC_scaffold_4526	20792
HiC_scaffold_4527	20670
HiC_scaffold_4528	20553
HiC_scaffold_4531	20650
HiC_scaffold_4532	20702
HiC_scaffold_4533	20788
HiC_scaffold_4534	20750
HiC_scaffold_4537	20736
HiC_scaffold_4539	2047
HiC_scaffold_4541	20693
HiC_scaffold_4542	20753
HiC_scaffold_4543	4695
HiC_scaffold_4544	20644
HiC_scaffold_4546	1639
HiC_scaffold_4548	20636
HiC_scaffold_4549	20634
HiC_scaffold_4550	20480
HiC_scaffold_4551	20569
HiC_scaffold_4552	19973
HiC_scaffold_4553	20562
HiC_scaffold_4554	19980
HiC_scaffold_4555	19564
HiC_scaffold_4558	1263
HiC_scaffold_4559	20575
HiC_scaffold_4560	20697
HiC_scaffold_4563	1818
HiC_scaffold_4568	1256
HiC_scaffold_4569	20673
HiC_scaffold_4571	20413
HiC_scaffold_4573	20171
HiC_scaffold_4574	2964
HiC_scaffold_4575	20369
HiC_scaffold_4576	19807
HiC_scaffold_4577	20336
HiC_scaffold_4578	21613
HiC_scaffold_4580	18555
HiC_scaffold_4581	20311
HiC_scaffold_4582	20793
HiC_scaffold_4583	4461
HiC_scaffold_4585	20393
HiC_scaffold_4586	19846
HiC_scaffold_4587	20487
HiC_scaffold_4589	1271
HiC_scaffold_4591	20243
HiC_scaffold_4593	20234
HiC_scaffold_4594	2124
HiC_scaffold_4595	20358
HiC_scaffold_4597	20132
HiC_scaffold_4599	20526
HiC_scaffold_4600	20132
HiC_scaffold_4601	20170
HiC_scaffold_4602	9286
HiC_scaffold_4603	20211
HiC_scaffold_4604	20198
HiC_scaffold_4605	20220
HiC_scaffold_4606	20093
HiC_scaffold_4607	20281
HiC_scaffold_4609	20085
HiC_scaffold_4610	20021
HiC_scaffold_4611	20224
HiC_scaffold_4612	19064
HiC_scaffold_4613	2360
HiC_scaffold_4615	19139
HiC_scaffold_4616	20141
HiC_scaffold_4617	20072
HiC_scaffold_4618	20112
HiC_scaffold_4619	20075
HiC_scaffold_4620	20031
HiC_scaffold_4621	20031
HiC_scaffold_4624	20096
HiC_scaffold_4625	19957
HiC_scaffold_4627	20003
HiC_scaffold_4628	19907
HiC_scaffold_4629	19922
HiC_scaffold_4630	1961
HiC_scaffold_4632	19910
HiC_scaffold_4633	20010
HiC_scaffold_4634	1731
HiC_scaffold_4635	19825
HiC_scaffold_4636	19637
HiC_scaffold_4637	20492
HiC_scaffold_4638	19991
HiC_scaffold_4639	19845
HiC_scaffold_4640	19761
HiC_scaffold_4641	19845
HiC_scaffold_4642	19919
HiC_scaffold_4644	19854
HiC_scaffold_4645	19387
HiC_scaffold_4646	19694
HiC_scaffold_4648	19775
HiC_scaffold_4651	19790
HiC_scaffold_4652	19713
HiC_scaffold_4654	20133
HiC_scaffold_4655	19829
HiC_scaffold_4656	19795
HiC_scaffold_4657	20965
HiC_scaffold_4658	19578
HiC_scaffold_4659	18536
HiC_scaffold_4660	19737
HiC_scaffold_4661	19943
HiC_scaffold_4662	26006
HiC_scaffold_4663	19679
HiC_scaffold_4664	19669
HiC_scaffold_4665	19876
HiC_scaffold_4669	19450
HiC_scaffold_4671	990
HiC_scaffold_4672	19665
HiC_scaffold_4673	19535
HiC_scaffold_4674	19581
HiC_scaffold_4675	18722
HiC_scaffold_4676	19580
HiC_scaffold_4677	19574
HiC_scaffold_4678	19507
HiC_scaffold_4679	19766
HiC_scaffold_4681	19436
HiC_scaffold_4682	19487
HiC_scaffold_4684	17169
HiC_scaffold_4685	18877
HiC_scaffold_4686	3627
HiC_scaffold_4687	19438
HiC_scaffold_4688	19423
HiC_scaffold_4689	19299
HiC_scaffold_4690	19579
HiC_scaffold_4691	19548
HiC_scaffold_4692	19404
HiC_scaffold_4693	19184
HiC_scaffold_4694	19310
HiC_scaffold_4695	18986
HiC_scaffold_4696	19360
HiC_scaffold_4697	19425
HiC_scaffold_4698	19372
HiC_scaffold_4699	19378
HiC_scaffold_4701	19657
HiC_scaffold_4702	2102
HiC_scaffold_4704	1174
HiC_scaffold_4707	19308
HiC_scaffold_4710	14336
HiC_scaffold_4711	19124
HiC_scaffold_4716	19437
HiC_scaffold_4717	19230
HiC_scaffold_4719	19217
HiC_scaffold_4721	19239
HiC_scaffold_4722	19228
HiC_scaffold_4724	18973
HiC_scaffold_4725	17794
HiC_scaffold_4726	19177
HiC_scaffold_4728	18626
HiC_scaffold_4731	19193
HiC_scaffold_4732	19083
HiC_scaffold_4734	19125
HiC_scaffold_4735	19118
HiC_scaffold_4736	18516
HiC_scaffold_4737	19137
HiC_scaffold_4741	18787
HiC_scaffold_4742	18738
HiC_scaffold_4743	19419
HiC_scaffold_4744	18735
HiC_scaffold_4745	19570
HiC_scaffold_4746	19064
HiC_scaffold_4748	18884
HiC_scaffold_4749	19019
HiC_scaffold_4750	19057
HiC_scaffold_4751	19075
HiC_scaffold_4752	18822
HiC_scaffold_4753	19011
HiC_scaffold_4754	18923
HiC_scaffold_4755	19080
HiC_scaffold_4757	18527
HiC_scaffold_4758	19005
HiC_scaffold_4759	18984
HiC_scaffold_4761	1853
HiC_scaffold_4762	18973
HiC_scaffold_4763	18963
HiC_scaffold_4764	18971
HiC_scaffold_4767	18875
HiC_scaffold_4768	17995
HiC_scaffold_4769	3894
HiC_scaffold_4770	18795
HiC_scaffold_4771	18882
HiC_scaffold_4772	18851
HiC_scaffold_4773	18839
HiC_scaffold_4774	17607
HiC_scaffold_4775	18914
HiC_scaffold_4776	7940
HiC_scaffold_4777	19666
HiC_scaffold_4778	18927
HiC_scaffold_4779	18601
HiC_scaffold_4780	18822
HiC_scaffold_4781	18845
HiC_scaffold_4784	18727
HiC_scaffold_4785	18810
HiC_scaffold_4786	18826
HiC_scaffold_4787	18970
HiC_scaffold_4788	17524
HiC_scaffold_4790	18843
HiC_scaffold_4791	18762
HiC_scaffold_4792	18838
HiC_scaffold_4793	18663
HiC_scaffold_4795	18340
HiC_scaffold_4796	18785
HiC_scaffold_4797	19651
HiC_scaffold_4799	18739
HiC_scaffold_4802	15610
HiC_scaffold_4804	1178
HiC_scaffold_4805	18612
HiC_scaffold_4806	18632
HiC_scaffold_4807	1477
HiC_scaffold_4808	18652
HiC_scaffold_4809	18738
HiC_scaffold_4810	19004
HiC_scaffold_4811	18519
HiC_scaffold_4812	18651
HiC_scaffold_4814	18645
HiC_scaffold_4815	18644
HiC_scaffold_4816	19500
HiC_scaffold_4821	18346
HiC_scaffold_4823	18792
HiC_scaffold_4826	18424
HiC_scaffold_4827	18404
HiC_scaffold_4829	18364
HiC_scaffold_4830	18378
